Operation,Plate Barcode,Loop,Repeat,Well ID,Row,Column,Sample Type,Time [hhh:mm:ss.sss],Measurement Time,Point X,Point Y,Exc WL[nm],Ems WL Channel 1[nm],Ems WL Channel 2[nm],Window,Window Start[µs],Signal Channel 1,Signal Channel 2,Result Channel 1,Result Channel 2,Result mP,Result HTRFRatio,Result Ratio,Step,Temperature current[°C]
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B03,2,3,Undefined,004:03:01.572,2024-09-17 00:51:38 -07:00,,,485 / 20,535 / 40,,,,1331358,,1331358,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B04,2,4,Undefined,004:03:02.274,2024-09-17 00:51:39 -07:00,,,485 / 20,535 / 40,,,,88040413,,88040413,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B05,2,5,Undefined,004:03:02.977,2024-09-17 00:51:40 -07:00,,,485 / 20,535 / 40,,,,1317415,,1317415,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B06,2,6,Undefined,004:03:03.685,2024-09-17 00:51:41 -07:00,,,485 / 20,535 / 40,,,,22765573,,22765573,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B07,2,7,Undefined,004:03:04.391,2024-09-17 00:51:41 -07:00,,,485 / 20,535 / 40,,,,1334589,,1334589,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B08,2,8,Undefined,004:03:05.101,2024-09-17 00:51:42 -07:00,,,485 / 20,535 / 40,,,,10298114,,10298114,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B09,2,9,Undefined,004:03:05.806,2024-09-17 00:51:43 -07:00,,,485 / 20,535 / 40,,,,1332048,,1332048,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B10,2,10,Undefined,004:03:06.507,2024-09-17 00:51:43 -07:00,,,485 / 20,535 / 40,,,,68027157,,68027157,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B11,2,11,Undefined,004:03:07.216,2024-09-17 00:51:44 -07:00,,,485 / 20,535 / 40,,,,1372010,,1372010,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B12,2,12,Undefined,004:03:07.921,2024-09-17 00:51:45 -07:00,,,485 / 20,535 / 40,,,,1304556,,1304556,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B13,2,13,Undefined,004:03:08.634,2024-09-17 00:51:46 -07:00,,,485 / 20,535 / 40,,,,1349791,,1349791,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B14,2,14,,004:03:09.341,2024-09-17 00:51:46 -07:00,,,485 / 20,535 / 40,,,,93691480,,93691480,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B15,2,15,,004:03:10.042,2024-09-17 00:51:47 -07:00,,,485 / 20,535 / 40,,,,1381607,,1381607,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B16,2,16,,004:03:10.751,2024-09-17 00:51:48 -07:00,,,485 / 20,535 / 40,,,,1381459,,1381459,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,82,B17,2,17,,004:03:11.461,2024-09-17 00:51:48 -07:00,,,485 / 20,535 / 40,,,,1323101,,1323101,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B01,2,1,Undefined,004:06:00.145,2024-09-17 00:54:37 -07:00,,,485 / 20,535 / 40,,,,1319514,,1319514,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B02,2,2,Undefined,004:06:00.858,2024-09-17 00:54:38 -07:00,,,485 / 20,535 / 40,,,,47723519,,47723519,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B03,2,3,Undefined,004:06:01.565,2024-09-17 00:54:38 -07:00,,,485 / 20,535 / 40,,,,1332678,,1332678,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B04,2,4,Undefined,004:06:02.268,2024-09-17 00:54:39 -07:00,,,485 / 20,535 / 40,,,,87994172,,87994172,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B05,2,5,Undefined,004:06:02.969,2024-09-17 00:54:40 -07:00,,,485 / 20,535 / 40,,,,1317256,,1317256,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B06,2,6,Undefined,004:06:03.673,2024-09-17 00:54:41 -07:00,,,485 / 20,535 / 40,,,,22778407,,22778407,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B07,2,7,Undefined,004:06:04.381,2024-09-17 00:54:41 -07:00,,,485 / 20,535 / 40,,,,1334972,,1334972,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B08,2,8,Undefined,004:06:05.091,2024-09-17 00:54:42 -07:00,,,485 / 20,535 / 40,,,,10324480,,10324480,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B09,2,9,Undefined,004:06:05.801,2024-09-17 00:54:43 -07:00,,,485 / 20,535 / 40,,,,1333215,,1333215,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B10,2,10,Undefined,004:06:06.510,2024-09-17 00:54:43 -07:00,,,485 / 20,535 / 40,,,,68258505,,68258505,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B11,2,11,Undefined,004:06:07.220,2024-09-17 00:54:44 -07:00,,,485 / 20,535 / 40,,,,1369653,,1369653,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B12,2,12,Undefined,004:06:07.932,2024-09-17 00:54:45 -07:00,,,485 / 20,535 / 40,,,,1301667,,1301667,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B13,2,13,Undefined,004:06:08.640,2024-09-17 00:54:46 -07:00,,,485 / 20,535 / 40,,,,1350769,,1350769,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B14,2,14,,004:06:09.351,2024-09-17 00:54:46 -07:00,,,485 / 20,535 / 40,,,,94055351,,94055351,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B15,2,15,,004:06:10.053,2024-09-17 00:54:47 -07:00,,,485 / 20,535 / 40,,,,1376958,,1376958,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B16,2,16,,004:06:10.764,2024-09-17 00:54:48 -07:00,,,485 / 20,535 / 40,,,,1384404,,1384404,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,83,B17,2,17,,004:06:11.471,2024-09-17 00:54:48 -07:00,,,485 / 20,535 / 40,,,,1323349,,1323349,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B01,2,1,Undefined,004:09:00.149,2024-09-17 00:57:37 -07:00,,,485 / 20,535 / 40,,,,1320117,,1320117,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B02,2,2,Undefined,004:09:00.870,2024-09-17 00:57:38 -07:00,,,485 / 20,535 / 40,,,,47693267,,47693267,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B03,2,3,Undefined,004:09:01.581,2024-09-17 00:57:38 -07:00,,,485 / 20,535 / 40,,,,1336003,,1336003,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B04,2,4,Undefined,004:09:02.289,2024-09-17 00:57:39 -07:00,,,485 / 20,535 / 40,,,,88491357,,88491357,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B05,2,5,Undefined,004:09:02.989,2024-09-17 00:57:40 -07:00,,,485 / 20,535 / 40,,,,1318684,,1318684,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B06,2,6,Undefined,004:09:03.701,2024-09-17 00:57:41 -07:00,,,485 / 20,535 / 40,,,,22794882,,22794882,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B07,2,7,Undefined,004:09:04.409,2024-09-17 00:57:41 -07:00,,,485 / 20,535 / 40,,,,1335533,,1335533,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B08,2,8,Undefined,004:09:05.121,2024-09-17 00:57:42 -07:00,,,485 / 20,535 / 40,,,,10327797,,10327797,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B09,2,9,Undefined,004:09:05.840,2024-09-17 00:57:43 -07:00,,,485 / 20,535 / 40,,,,1333205,,1333205,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B10,2,10,Undefined,004:09:06.540,2024-09-17 00:57:43 -07:00,,,485 / 20,535 / 40,,,,67892325,,67892325,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B11,2,11,Undefined,004:09:07.242,2024-09-17 00:57:44 -07:00,,,485 / 20,535 / 40,,,,1369273,,1369273,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B12,2,12,Undefined,004:09:07.948,2024-09-17 00:57:45 -07:00,,,485 / 20,535 / 40,,,,1301795,,1301795,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B13,2,13,Undefined,004:09:08.651,2024-09-17 00:57:46 -07:00,,,485 / 20,535 / 40,,,,1349819,,1349819,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B14,2,14,,004:09:09.374,2024-09-17 00:57:46 -07:00,,,485 / 20,535 / 40,,,,93490106,,93490106,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B15,2,15,,004:09:10.080,2024-09-17 00:57:47 -07:00,,,485 / 20,535 / 40,,,,1382172,,1382172,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B16,2,16,,004:09:10.784,2024-09-17 00:57:48 -07:00,,,485 / 20,535 / 40,,,,1384607,,1384607,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,84,B17,2,17,,004:09:11.500,2024-09-17 00:57:48 -07:00,,,485 / 20,535 / 40,,,,1324123,,1324123,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B01,2,1,Undefined,004:12:00.151,2024-09-17 01:00:37 -07:00,,,485 / 20,535 / 40,,,,1319489,,1319489,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B02,2,2,Undefined,004:12:00.867,2024-09-17 01:00:38 -07:00,,,485 / 20,535 / 40,,,,47668103,,47668103,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B03,2,3,Undefined,004:12:01.568,2024-09-17 01:00:38 -07:00,,,485 / 20,535 / 40,,,,1331418,,1331418,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B04,2,4,Undefined,004:12:02.269,2024-09-17 01:00:39 -07:00,,,485 / 20,535 / 40,,,,87914030,,87914030,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B05,2,5,Undefined,004:12:02.976,2024-09-17 01:00:40 -07:00,,,485 / 20,535 / 40,,,,1320695,,1320695,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B06,2,6,Undefined,004:12:03.687,2024-09-17 01:00:41 -07:00,,,485 / 20,535 / 40,,,,22771989,,22771989,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B07,2,7,Undefined,004:12:04.402,2024-09-17 01:00:41 -07:00,,,485 / 20,535 / 40,,,,1334985,,1334985,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B08,2,8,Undefined,004:12:05.105,2024-09-17 01:00:42 -07:00,,,485 / 20,535 / 40,,,,10350775,,10350775,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B09,2,9,Undefined,004:12:05.812,2024-09-17 01:00:43 -07:00,,,485 / 20,535 / 40,,,,1337899,,1337899,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B10,2,10,Undefined,004:12:06.523,2024-09-17 01:00:43 -07:00,,,485 / 20,535 / 40,,,,67770833,,67770833,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B11,2,11,Undefined,004:12:07.233,2024-09-17 01:00:44 -07:00,,,485 / 20,535 / 40,,,,1367951,,1367951,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B12,2,12,Undefined,004:12:07.952,2024-09-17 01:00:45 -07:00,,,485 / 20,535 / 40,,,,1299853,,1299853,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B13,2,13,Undefined,004:12:08.661,2024-09-17 01:00:46 -07:00,,,485 / 20,535 / 40,,,,1347827,,1347827,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B14,2,14,,004:12:09.371,2024-09-17 01:00:46 -07:00,,,485 / 20,535 / 40,,,,93736272,,93736272,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B15,2,15,,004:12:10.080,2024-09-17 01:00:47 -07:00,,,485 / 20,535 / 40,,,,1379829,,1379829,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B16,2,16,,004:12:10.791,2024-09-17 01:00:48 -07:00,,,485 / 20,535 / 40,,,,1386139,,1386139,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,85,B17,2,17,,004:12:11.497,2024-09-17 01:00:48 -07:00,,,485 / 20,535 / 40,,,,1324446,,1324446,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B01,2,1,Undefined,004:15:00.153,2024-09-17 01:03:37 -07:00,,,485 / 20,535 / 40,,,,1319242,,1319242,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B02,2,2,Undefined,004:15:00.865,2024-09-17 01:03:38 -07:00,,,485 / 20,535 / 40,,,,47494272,,47494272,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B03,2,3,Undefined,004:15:01.575,2024-09-17 01:03:38 -07:00,,,485 / 20,535 / 40,,,,1333772,,1333772,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B04,2,4,Undefined,004:15:02.280,2024-09-17 01:03:39 -07:00,,,485 / 20,535 / 40,,,,88093199,,88093199,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B05,2,5,Undefined,004:15:02.981,2024-09-17 01:03:40 -07:00,,,485 / 20,535 / 40,,,,1317373,,1317373,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B06,2,6,Undefined,004:15:03.694,2024-09-17 01:03:41 -07:00,,,485 / 20,535 / 40,,,,22777520,,22777520,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B07,2,7,Undefined,004:15:04.401,2024-09-17 01:03:41 -07:00,,,485 / 20,535 / 40,,,,1335675,,1335675,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B08,2,8,Undefined,004:15:05.108,2024-09-17 01:03:42 -07:00,,,485 / 20,535 / 40,,,,10366707,,10366707,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B09,2,9,Undefined,004:15:05.809,2024-09-17 01:03:43 -07:00,,,485 / 20,535 / 40,,,,1334544,,1334544,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B10,2,10,Undefined,004:15:06.510,2024-09-17 01:03:43 -07:00,,,485 / 20,535 / 40,,,,67841307,,67841307,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B11,2,11,Undefined,004:15:07.217,2024-09-17 01:03:44 -07:00,,,485 / 20,535 / 40,,,,1367129,,1367129,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B12,2,12,Undefined,004:15:07.921,2024-09-17 01:03:45 -07:00,,,485 / 20,535 / 40,,,,1296662,,1296662,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B13,2,13,Undefined,004:15:08.632,2024-09-17 01:03:46 -07:00,,,485 / 20,535 / 40,,,,1349636,,1349636,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B14,2,14,,004:15:09.340,2024-09-17 01:03:46 -07:00,,,485 / 20,535 / 40,,,,93634126,,93634126,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B15,2,15,,004:15:10.041,2024-09-17 01:03:47 -07:00,,,485 / 20,535 / 40,,,,1381849,,1381849,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B16,2,16,,004:15:10.751,2024-09-17 01:03:48 -07:00,,,485 / 20,535 / 40,,,,1385640,,1385640,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,86,B17,2,17,,004:15:11.471,2024-09-17 01:03:48 -07:00,,,485 / 20,535 / 40,,,,1326508,,1326508,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B01,2,1,Undefined,004:18:00.156,2024-09-17 01:06:37 -07:00,,,485 / 20,535 / 40,,,,1321435,,1321435,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B02,2,2,Undefined,004:18:00.869,2024-09-17 01:06:38 -07:00,,,485 / 20,535 / 40,,,,47628608,,47628608,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B03,2,3,Undefined,004:18:01.576,2024-09-17 01:06:38 -07:00,,,485 / 20,535 / 40,,,,1334412,,1334412,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B04,2,4,Undefined,004:18:02.281,2024-09-17 01:06:39 -07:00,,,485 / 20,535 / 40,,,,87667646,,87667646,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B05,2,5,Undefined,004:18:02.984,2024-09-17 01:06:40 -07:00,,,485 / 20,535 / 40,,,,1317325,,1317325,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B06,2,6,Undefined,004:18:03.691,2024-09-17 01:06:41 -07:00,,,485 / 20,535 / 40,,,,22662747,,22662747,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B07,2,7,Undefined,004:18:04.391,2024-09-17 01:06:41 -07:00,,,485 / 20,535 / 40,,,,1338579,,1338579,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B08,2,8,Undefined,004:18:05.100,2024-09-17 01:06:42 -07:00,,,485 / 20,535 / 40,,,,10373366,,10373366,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B09,2,9,Undefined,004:18:05.801,2024-09-17 01:06:43 -07:00,,,485 / 20,535 / 40,,,,1332917,,1332917,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B10,2,10,Undefined,004:18:06.520,2024-09-17 01:06:43 -07:00,,,485 / 20,535 / 40,,,,67612276,,67612276,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B11,2,11,Undefined,004:18:07.221,2024-09-17 01:06:44 -07:00,,,485 / 20,535 / 40,,,,1368412,,1368412,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B12,2,12,Undefined,004:18:07.931,2024-09-17 01:06:45 -07:00,,,485 / 20,535 / 40,,,,1294817,,1294817,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B13,2,13,Undefined,004:18:08.642,2024-09-17 01:06:46 -07:00,,,485 / 20,535 / 40,,,,1349102,,1349102,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B14,2,14,,004:18:09.342,2024-09-17 01:06:46 -07:00,,,485 / 20,535 / 40,,,,94077449,,94077449,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B15,2,15,,004:18:10.050,2024-09-17 01:06:47 -07:00,,,485 / 20,535 / 40,,,,1381906,,1381906,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B16,2,16,,004:18:10.754,2024-09-17 01:06:48 -07:00,,,485 / 20,535 / 40,,,,1389523,,1389523,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,87,B17,2,17,,004:18:11.460,2024-09-17 01:06:48 -07:00,,,485 / 20,535 / 40,,,,1324441,,1324441,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B01,2,1,Undefined,004:21:00.158,2024-09-17 01:09:37 -07:00,,,485 / 20,535 / 40,,,,1319478,,1319478,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B02,2,2,Undefined,004:21:00.872,2024-09-17 01:09:38 -07:00,,,485 / 20,535 / 40,,,,47542191,,47542191,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B03,2,3,Undefined,004:21:01.579,2024-09-17 01:09:38 -07:00,,,485 / 20,535 / 40,,,,1334446,,1334446,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B04,2,4,Undefined,004:21:02.281,2024-09-17 01:09:39 -07:00,,,485 / 20,535 / 40,,,,87508970,,87508970,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B05,2,5,Undefined,004:21:02.991,2024-09-17 01:09:40 -07:00,,,485 / 20,535 / 40,,,,1318939,,1318939,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B06,2,6,Undefined,004:21:03.695,2024-09-17 01:09:41 -07:00,,,485 / 20,535 / 40,,,,22718877,,22718877,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B07,2,7,Undefined,004:21:04.400,2024-09-17 01:09:41 -07:00,,,485 / 20,535 / 40,,,,1338949,,1338949,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B08,2,8,Undefined,004:21:05.107,2024-09-17 01:09:42 -07:00,,,485 / 20,535 / 40,,,,10383005,,10383005,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B09,2,9,Undefined,004:21:05.808,2024-09-17 01:09:43 -07:00,,,485 / 20,535 / 40,,,,1333913,,1333913,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B10,2,10,Undefined,004:21:06.518,2024-09-17 01:09:43 -07:00,,,485 / 20,535 / 40,,,,67661830,,67661830,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B11,2,11,Undefined,004:21:07.221,2024-09-17 01:09:44 -07:00,,,485 / 20,535 / 40,,,,1368395,,1368395,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B12,2,12,Undefined,004:21:07.930,2024-09-17 01:09:45 -07:00,,,485 / 20,535 / 40,,,,1291194,,1291194,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B13,2,13,Undefined,004:21:08.638,2024-09-17 01:09:46 -07:00,,,485 / 20,535 / 40,,,,1346966,,1346966,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B14,2,14,,004:21:09.344,2024-09-17 01:09:46 -07:00,,,485 / 20,535 / 40,,,,94066720,,94066720,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B15,2,15,,004:21:10.051,2024-09-17 01:09:47 -07:00,,,485 / 20,535 / 40,,,,1381580,,1381580,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B16,2,16,,004:21:10.761,2024-09-17 01:09:48 -07:00,,,485 / 20,535 / 40,,,,1389181,,1389181,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,88,B17,2,17,,004:21:11.470,2024-09-17 01:09:48 -07:00,,,485 / 20,535 / 40,,,,1324074,,1324074,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B01,2,1,Undefined,004:24:00.160,2024-09-17 01:12:37 -07:00,,,485 / 20,535 / 40,,,,1319307,,1319307,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B02,2,2,Undefined,004:24:00.876,2024-09-17 01:12:38 -07:00,,,485 / 20,535 / 40,,,,47601520,,47601520,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B03,2,3,Undefined,004:24:01.577,2024-09-17 01:12:38 -07:00,,,485 / 20,535 / 40,,,,1334265,,1334265,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B04,2,4,Undefined,004:24:02.281,2024-09-17 01:12:39 -07:00,,,485 / 20,535 / 40,,,,87990013,,87990013,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B05,2,5,Undefined,004:24:02.991,2024-09-17 01:12:40 -07:00,,,485 / 20,535 / 40,,,,1316327,,1316327,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B06,2,6,Undefined,004:24:03.701,2024-09-17 01:12:41 -07:00,,,485 / 20,535 / 40,,,,22713256,,22713256,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B07,2,7,Undefined,004:24:04.403,2024-09-17 01:12:41 -07:00,,,485 / 20,535 / 40,,,,1335988,,1335988,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B08,2,8,Undefined,004:24:05.110,2024-09-17 01:12:42 -07:00,,,485 / 20,535 / 40,,,,10387595,,10387595,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B09,2,9,Undefined,004:24:05.821,2024-09-17 01:12:43 -07:00,,,485 / 20,535 / 40,,,,1333577,,1333577,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B10,2,10,Undefined,004:24:06.527,2024-09-17 01:12:43 -07:00,,,485 / 20,535 / 40,,,,67980773,,67980773,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B11,2,11,Undefined,004:24:07.229,2024-09-17 01:12:44 -07:00,,,485 / 20,535 / 40,,,,1368567,,1368567,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B12,2,12,Undefined,004:24:07.931,2024-09-17 01:12:45 -07:00,,,485 / 20,535 / 40,,,,1290208,,1290208,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B13,2,13,Undefined,004:24:08.638,2024-09-17 01:12:46 -07:00,,,485 / 20,535 / 40,,,,1347895,,1347895,,,,,1,
Fluorescence Intensity Filter 1,V-2024-09-16 20:48:26,1,89,B14,2,14,,004:24:09.340,2024-09-17 01:12:46 -07:00,,,485 / 20,535 / 40,,,,94013724,,94013724,,,,,1,
